Model,Actual Gloss Label,Total Ground Truth,Predicted Gloss Label,Number of Confusions,Percentage of Confusions,Notes
Transformer,CHICKEN (89),92,COFFEE (99),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,WINE (102),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,HOW ARE YOU (4),2,2.17%,Low Confusion
Transformer,SPAGHETTI (90),92,THANK YOU (7),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,YOURE WELCOME (8),2,2.17%,Low Confusion
Transformer,SPAGHETTI (90),92,DON'T UNDERSTAND (11),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,DON'T KNOW (13),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,WRONG (16),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,FAST (19),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,ONE (20),2,2.17%,Low Confusion
Transformer,SPAGHETTI (90),92,THREE (22),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,SEVEN (26),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,NINE (28),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,JANUARY (30),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,FEBRUARY (31),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,MARCH (32),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,JULY (36),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,NOVEMBER (40),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,MONDAY (42),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,THURSDAY (45),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,FRIDAY (46),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,SUNDAY (48),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,TODAY (49),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,TOMORROW (50),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,SON (54),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,DAUGHTER (55),2,2.17%,Low Confusion
Transformer,SPAGHETTI (90),92,GRANDMOTHER (57),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,UNCLE (58),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,GIRL (63),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,DEAF (66),2,2.17%,Low Confusion
Transformer,SPAGHETTI (90),92,DEAF BLIND (70),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,BLUE (72),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,RED (74),9,9.78%,Moderate Confusion
Transformer,SPAGHETTI (90),92,WHITE (77),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,YELLOW (78),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,GRAY (80),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,PINK (81),2,2.17%,Low Confusion
Transformer,SPAGHETTI (90),92,FISH (87),1,1.09%,Low Confusion
Transformer,SPAGHETTI (90),92,SHRIMP (93),3,3.26%,Low Confusion
Transformer,SPAGHETTI (90),92,BEER (101),1,1.09%,Low Confusion
Transformer,RICE (91),88,GOOD AFTERNOON (1),1,1.14%,Low Confusion
Transformer,RICE (91),88,THANK YOU (7),1,1.14%,Low Confusion
Transformer,RICE (91),88,SEE YOU TOMORROW (9),1,1.14%,Low Confusion
Transformer,RICE (91),88,UNDERSTAND (10),1,1.14%,Low Confusion
Transformer,RICE (91),88,KNOW (12),1,1.14%,Low Confusion
Transformer,RICE (91),88,DON'T KNOW (13),1,1.14%,Low Confusion
Transformer,RICE (91),88,NO (14),1,1.14%,Low Confusion
Transformer,RICE (91),88,YES (15),1,1.14%,Low Confusion
Transformer,RICE (91),88,CORRECT (17),1,1.14%,Low Confusion
Transformer,RICE (91),88,SLOW (18),1,1.14%,Low Confusion
Transformer,RICE (91),88,FAST (19),1,1.14%,Low Confusion
Transformer,RICE (91),88,TEN (29),1,1.14%,Low Confusion
Transformer,RICE (91),88,MARCH (32),2,2.27%,Low Confusion
Transformer,RICE (91),88,JUNE (35),1,1.14%,Low Confusion
Transformer,RICE (91),88,AUGUST (37),2,2.27%,Low Confusion
Transformer,RICE (91),88,SEPTEMBER (38),2,2.27%,Low Confusion
Transformer,RICE (91),88,OCTOBER (39),1,1.14%,Low Confusion
Transformer,RICE (91),88,SUNDAY (48),1,1.14%,Low Confusion
Transformer,RICE (91),88,DAUGHTER (55),1,1.14%,Low Confusion
Transformer,RICE (91),88,GRANDMOTHER (57),1,1.14%,Low Confusion
Transformer,RICE (91),88,COUSIN (60),2,2.27%,Low Confusion
Transformer,RICE (91),88,GIRL (63),1,1.14%,Low Confusion
Transformer,RICE (91),88,MARRIED (71),2,2.27%,Low Confusion
Transformer,RICE (91),88,GREEN (73),1,1.14%,Low Confusion
Transformer,RICE (91),88,BROWN (75),1,1.14%,Low Confusion
Transformer,RICE (91),88,WHITE (77),2,2.27%,Low Confusion
Transformer,RICE (91),88,YELLOW (78),1,1.14%,Low Confusion
Transformer,RICE (91),88,ORANGE (79),1,1.14%,Low Confusion
Transformer,RICE (91),88,PINK (81),3,3.41%,Low Confusion
Transformer,RICE (91),88,HOT (95),1,1.14%,Low Confusion
Transformer,RICE (91),88,COFFEE (99),1,1.14%,Low Confusion
Transformer,LONGANISA (92),89,GOOD MORNING (0),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,NICE TO MEET YOU (6),2,2.25%,Low Confusion
Transformer,LONGANISA (92),89,SEE YOU TOMORROW (9),2,2.25%,Low Confusion
Transformer,LONGANISA (92),89,NO (14),2,2.25%,Low Confusion
Transformer,LONGANISA (92),89,SLOW (18),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,FAST (19),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,FIVE (24),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,JANUARY (30),2,2.25%,Low Confusion
Transformer,LONGANISA (92),89,FEBRUARY (31),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,APRIL (33),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,JULY (36),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,AUGUST (37),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,MONDAY (42),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,TUESDAY (43),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,TODAY (49),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,YESTERDAY (51),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,MOTHER (53),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,SON (54),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,GRANDFATHER (56),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,AUNTIE (59),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,PARENTS (61),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,BOY (62),2,2.25%,Low Confusion
Transformer,LONGANISA (92),89,DEAF (66),4,4.49%,Low Confusion
Transformer,LONGANISA (92),89,WEELCHAIR PERSON (68),6,6.74%,Moderate Confusion
Transformer,LONGANISA (92),89,MARRIED (71),3,3.37%,Low Confusion
Transformer,LONGANISA (92),89,BLUE (72),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,RED (74),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,WHITE (77),2,2.25%,Low Confusion
Transformer,LONGANISA (92),89,ORANGE (79),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,LIGHT (83),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,DARK (84),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,SPAGHETTI (90),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,HOT (95),2,2.25%,Low Confusion
Transformer,LONGANISA (92),89,COLD (96),1,1.12%,Low Confusion
Transformer,LONGANISA (92),89,BEER (101),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,GOOD EVENING (2),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,HELLO (3),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,YOURE WELCOME (8),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,NO (14),2,2.25%,Low Confusion
Transformer,SHRIMP (93),89,YES (15),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,TWO (21),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,THREE (22),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,FIVE (24),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,EIGHT (27),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,NINE (28),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,JANUARY (30),2,2.25%,Low Confusion
Transformer,SHRIMP (93),89,FEBRUARY (31),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,MARCH (32),2,2.25%,Low Confusion
Transformer,SHRIMP (93),89,APRIL (33),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,OCTOBER (39),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,NOVEMBER (40),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,MONDAY (42),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,TODAY (49),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,GRANDMOTHER (57),2,2.25%,Low Confusion
Transformer,SHRIMP (93),89,WOMAN (65),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,WEELCHAIR PERSON (68),2,2.25%,Low Confusion
Transformer,SHRIMP (93),89,BLUE (72),2,2.25%,Low Confusion
Transformer,SHRIMP (93),89,RED (74),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,PINK (81),2,2.25%,Low Confusion
Transformer,SHRIMP (93),89,VIOLET (82),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,DARK (84),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,RICE (91),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,HOT (95),1,1.12%,Low Confusion
Transformer,SHRIMP (93),89,SUGAR (103),2,2.25%,Low Confusion
Transformer,SHRIMP (93),89,NO SUGAR (104),2,2.25%,Low Confusion
Transformer,CRAB (94),95,GOOD MORNING (0),1,1.05%,Low Confusion
Transformer,CRAB (94),95,GOOD AFTERNOON (1),1,1.05%,Low Confusion
Transformer,CRAB (94),95,HELLO (3),1,1.05%,Low Confusion
Transformer,CRAB (94),95,THANK YOU (7),2,2.11%,Low Confusion
Transformer,CRAB (94),95,DON'T KNOW (13),1,1.05%,Low Confusion
Transformer,CRAB (94),95,NO (14),1,1.05%,Low Confusion
Transformer,CRAB (94),95,SLOW (18),1,1.05%,Low Confusion
Transformer,CRAB (94),95,FAST (19),1,1.05%,Low Confusion
Transformer,CRAB (94),95,FOUR (23),1,1.05%,Low Confusion
Transformer,CRAB (94),95,SIX (25),1,1.05%,Low Confusion
Transformer,CRAB (94),95,EIGHT (27),2,2.11%,Low Confusion
Transformer,CRAB (94),95,TEN (29),2,2.11%,Low Confusion
Transformer,CRAB (94),95,APRIL (33),1,1.05%,Low Confusion
Transformer,CRAB (94),95,MAY (34),1,1.05%,Low Confusion
Transformer,CRAB (94),95,JULY (36),2,2.11%,Low Confusion
Transformer,CRAB (94),95,OCTOBER (39),1,1.05%,Low Confusion
Transformer,CRAB (94),95,NOVEMBER (40),1,1.05%,Low Confusion
Transformer,CRAB (94),95,THURSDAY (45),1,1.05%,Low Confusion
Transformer,CRAB (94),95,YESTERDAY (51),1,1.05%,Low Confusion
Transformer,CRAB (94),95,DAUGHTER (55),1,1.05%,Low Confusion
Transformer,CRAB (94),95,PARENTS (61),2,2.11%,Low Confusion
Transformer,CRAB (94),95,WOMAN (65),1,1.05%,Low Confusion
Transformer,CRAB (94),95,DEAF (66),1,1.05%,Low Confusion
Transformer,CRAB (94),95,BLIND (69),1,1.05%,Low Confusion
Transformer,CRAB (94),95,DEAF BLIND (70),3,3.16%,Low Confusion
Transformer,CRAB (94),95,GREEN (73),1,1.05%,Low Confusion
Transformer,CRAB (94),95,BLACK (76),1,1.05%,Low Confusion
Transformer,CRAB (94),95,DARK (84),1,1.05%,Low Confusion
Transformer,CRAB (94),95,FISH (87),1,1.05%,Low Confusion
Transformer,CRAB (94),95,SPAGHETTI (90),9,9.47%,Moderate Confusion
Transformer,CRAB (94),95,LONGANISA (92),1,1.05%,Low Confusion
Transformer,CRAB (94),95,HOT (95),2,2.11%,Low Confusion
Transformer,CRAB (94),95,MILK (98),1,1.05%,Low Confusion
Transformer,CRAB (94),95,COFFEE (99),1,1.05%,Low Confusion
Transformer,CRAB (94),95,TEA (100),1,1.05%,Low Confusion
Transformer,CRAB (94),95,BEER (101),1,1.05%,Low Confusion
Transformer,HOT (95),95,GOOD MORNING (0),1,1.05%,Low Confusion
Transformer,HOT (95),95,IM FINE (5),1,1.05%,Low Confusion
Transformer,HOT (95),95,NICE TO MEET YOU (6),1,1.05%,Low Confusion
Transformer,HOT (95),95,THANK YOU (7),2,2.11%,Low Confusion
Transformer,HOT (95),95,SEE YOU TOMORROW (9),1,1.05%,Low Confusion
Transformer,HOT (95),95,NO (14),2,2.11%,Low Confusion
Transformer,HOT (95),95,YES (15),1,1.05%,Low Confusion
Transformer,HOT (95),95,WRONG (16),1,1.05%,Low Confusion
Transformer,HOT (95),95,CORRECT (17),1,1.05%,Low Confusion
Transformer,HOT (95),95,TWO (21),1,1.05%,Low Confusion
Transformer,HOT (95),95,THREE (22),2,2.11%,Low Confusion
Transformer,HOT (95),95,FOUR (23),1,1.05%,Low Confusion
Transformer,HOT (95),95,SIX (25),3,3.16%,Low Confusion
Transformer,HOT (95),95,EIGHT (27),1,1.05%,Low Confusion
Transformer,HOT (95),95,APRIL (33),2,2.11%,Low Confusion
Transformer,HOT (95),95,NOVEMBER (40),1,1.05%,Low Confusion
Transformer,HOT (95),95,TUESDAY (43),1,1.05%,Low Confusion
Transformer,HOT (95),95,SATURDAY (47),1,1.05%,Low Confusion
Transformer,HOT (95),95,SUNDAY (48),1,1.05%,Low Confusion
Transformer,HOT (95),95,DAUGHTER (55),1,1.05%,Low Confusion
Transformer,HOT (95),95,DEAF (66),2,2.11%,Low Confusion
Transformer,HOT (95),95,BLUE (72),1,1.05%,Low Confusion
Transformer,HOT (95),95,WHITE (77),1,1.05%,Low Confusion
Transformer,HOT (95),95,YELLOW (78),1,1.05%,Low Confusion
Transformer,HOT (95),95,ORANGE (79),1,1.05%,Low Confusion
Transformer,HOT (95),95,PINK (81),1,1.05%,Low Confusion
Transformer,HOT (95),95,LIGHT (83),1,1.05%,Low Confusion
Transformer,HOT (95),95,FISH (87),1,1.05%,Low Confusion
Transformer,HOT (95),95,RICE (91),2,2.11%,Low Confusion
Transformer,HOT (95),95,JUICE (97),1,1.05%,Low Confusion
Transformer,HOT (95),95,BEER (101),1,1.05%,Low Confusion
Transformer,HOT (95),95,WINE (102),1,1.05%,Low Confusion
Transformer,HOT (95),95,SUGAR (103),1,1.05%,Low Confusion
Transformer,HOT (95),95,NO SUGAR (104),2,2.11%,Low Confusion
Transformer,COLD (96),100,GOOD MORNING (0),3,3.00%,Low Confusion
Transformer,COLD (96),100,GOOD EVENING (2),2,2.00%,Low Confusion
Transformer,COLD (96),100,HELLO (3),1,1.00%,Low Confusion
Transformer,COLD (96),100,HOW ARE YOU (4),1,1.00%,Low Confusion
Transformer,COLD (96),100,DON'T UNDERSTAND (11),1,1.00%,Low Confusion
Transformer,COLD (96),100,YES (15),1,1.00%,Low Confusion
Transformer,COLD (96),100,CORRECT (17),2,2.00%,Low Confusion
Transformer,COLD (96),100,SLOW (18),2,2.00%,Low Confusion
Transformer,COLD (96),100,FAST (19),2,2.00%,Low Confusion
Transformer,COLD (96),100,ONE (20),1,1.00%,Low Confusion
Transformer,COLD (96),100,SIX (25),1,1.00%,Low Confusion
Transformer,COLD (96),100,EIGHT (27),1,1.00%,Low Confusion
Transformer,COLD (96),100,TEN (29),1,1.00%,Low Confusion
Transformer,COLD (96),100,JUNE (35),1,1.00%,Low Confusion
Transformer,COLD (96),100,MONDAY (42),1,1.00%,Low Confusion
Transformer,COLD (96),100,WEDNESDAY (44),1,1.00%,Low Confusion
Transformer,COLD (96),100,THURSDAY (45),1,1.00%,Low Confusion
Transformer,COLD (96),100,SATURDAY (47),1,1.00%,Low Confusion
Transformer,COLD (96),100,TOMORROW (50),1,1.00%,Low Confusion
Transformer,COLD (96),100,YESTERDAY (51),1,1.00%,Low Confusion
Transformer,COLD (96),100,MOTHER (53),1,1.00%,Low Confusion
Transformer,COLD (96),100,DAUGHTER (55),1,1.00%,Low Confusion
Transformer,COLD (96),100,GRANDMOTHER (57),1,1.00%,Low Confusion
Transformer,COLD (96),100,AUNTIE (59),1,1.00%,Low Confusion
Transformer,COLD (96),100,PARENTS (61),1,1.00%,Low Confusion
Transformer,COLD (96),100,MAN (64),1,1.00%,Low Confusion
Transformer,COLD (96),100,WOMAN (65),1,1.00%,Low Confusion
Transformer,COLD (96),100,DEAF BLIND (70),1,1.00%,Low Confusion
Transformer,COLD (96),100,MARRIED (71),1,1.00%,Low Confusion
Transformer,COLD (96),100,GREEN (73),2,2.00%,Low Confusion
Transformer,COLD (96),100,RED (74),2,2.00%,Low Confusion
Transformer,COLD (96),100,BROWN (75),1,1.00%,Low Confusion
Transformer,COLD (96),100,BLACK (76),1,1.00%,Low Confusion
Transformer,COLD (96),100,WHITE (77),1,1.00%,Low Confusion
Transformer,COLD (96),100,VIOLET (82),1,1.00%,Low Confusion
Transformer,COLD (96),100,LIGHT (83),1,1.00%,Low Confusion
Transformer,COLD (96),100,DARK (84),1,1.00%,Low Confusion
Transformer,COLD (96),100,MEAT (88),1,1.00%,Low Confusion
Transformer,COLD (96),100,SPAGHETTI (90),1,1.00%,Low Confusion
Transformer,COLD (96),100,CRAB (94),1,1.00%,Low Confusion
Transformer,COLD (96),100,JUICE (97),1,1.00%,Low Confusion
Transformer,COLD (96),100,NO SUGAR (104),1,1.00%,Low Confusion
Transformer,JUICE (97),98,HELLO (3),1,1.02%,Low Confusion
Transformer,JUICE (97),98,YOURE WELCOME (8),1,1.02%,Low Confusion
Transformer,JUICE (97),98,SEE YOU TOMORROW (9),1,1.02%,Low Confusion
Transformer,JUICE (97),98,DON'T UNDERSTAND (11),1,1.02%,Low Confusion
Transformer,JUICE (97),98,KNOW (12),2,2.04%,Low Confusion
Transformer,JUICE (97),98,DON'T KNOW (13),2,2.04%,Low Confusion
Transformer,JUICE (97),98,NO (14),1,1.02%,Low Confusion
Transformer,JUICE (97),98,YES (15),1,1.02%,Low Confusion
Transformer,JUICE (97),98,ONE (20),2,2.04%,Low Confusion
Transformer,JUICE (97),98,TWO (21),1,1.02%,Low Confusion
Transformer,JUICE (97),98,THREE (22),3,3.06%,Low Confusion
Transformer,JUICE (97),98,FOUR (23),1,1.02%,Low Confusion
Transformer,JUICE (97),98,FIVE (24),3,3.06%,Low Confusion
Transformer,JUICE (97),98,SIX (25),2,2.04%,Low Confusion
Transformer,JUICE (97),98,NINE (28),1,1.02%,Low Confusion
Transformer,JUICE (97),98,TEN (29),1,1.02%,Low Confusion
Transformer,JUICE (97),98,JUNE (35),2,2.04%,Low Confusion
Transformer,JUICE (97),98,SEPTEMBER (38),1,1.02%,Low Confusion
Transformer,JUICE (97),98,OCTOBER (39),1,1.02%,Low Confusion
Transformer,JUICE (97),98,DECEMBER (41),1,1.02%,Low Confusion
Transformer,JUICE (97),98,TOMORROW (50),3,3.06%,Low Confusion
Transformer,JUICE (97),98,FATHER (52),1,1.02%,Low Confusion
Transformer,JUICE (97),98,MOTHER (53),1,1.02%,Low Confusion
Transformer,JUICE (97),98,SON (54),1,1.02%,Low Confusion
Transformer,JUICE (97),98,GRANDFATHER (56),1,1.02%,Low Confusion
Transformer,JUICE (97),98,PARENTS (61),1,1.02%,Low Confusion
Transformer,JUICE (97),98,BOY (62),1,1.02%,Low Confusion
Transformer,JUICE (97),98,DEAF (66),1,1.02%,Low Confusion
Transformer,JUICE (97),98,DEAF BLIND (70),1,1.02%,Low Confusion
Transformer,JUICE (97),98,BLUE (72),1,1.02%,Low Confusion
Transformer,JUICE (97),98,RED (74),1,1.02%,Low Confusion
Transformer,JUICE (97),98,BLACK (76),1,1.02%,Low Confusion
Transformer,JUICE (97),98,WHITE (77),1,1.02%,Low Confusion
Transformer,JUICE (97),98,YELLOW (78),1,1.02%,Low Confusion
Transformer,JUICE (97),98,LIGHT (83),1,1.02%,Low Confusion
Transformer,JUICE (97),98,FISH (87),1,1.02%,Low Confusion
Transformer,JUICE (97),98,MEAT (88),1,1.02%,Low Confusion
Transformer,JUICE (97),98,LONGANISA (92),2,2.04%,Low Confusion
Transformer,JUICE (97),98,SHRIMP (93),1,1.02%,Low Confusion
Transformer,JUICE (97),98,HOT (95),1,1.02%,Low Confusion
Transformer,JUICE (97),98,MILK (98),1,1.02%,Low Confusion
Transformer,JUICE (97),98,BEER (101),1,1.02%,Low Confusion
Transformer,MILK (98),99,GOOD MORNING (0),2,2.02%,Low Confusion
Transformer,MILK (98),99,HELLO (3),1,1.01%,Low Confusion
Transformer,MILK (98),99,HOW ARE YOU (4),1,1.01%,Low Confusion
Transformer,MILK (98),99,YES (15),4,4.04%,Low Confusion
Transformer,MILK (98),99,FAST (19),1,1.01%,Low Confusion
Transformer,MILK (98),99,ONE (20),1,1.01%,Low Confusion
Transformer,MILK (98),99,TWO (21),1,1.01%,Low Confusion
Transformer,MILK (98),99,FIVE (24),1,1.01%,Low Confusion
Transformer,MILK (98),99,SEVEN (26),1,1.01%,Low Confusion
Transformer,MILK (98),99,EIGHT (27),3,3.03%,Low Confusion
Transformer,MILK (98),99,NINE (28),2,2.02%,Low Confusion
Transformer,MILK (98),99,TEN (29),2,2.02%,Low Confusion
Transformer,MILK (98),99,AUGUST (37),2,2.02%,Low Confusion
Transformer,MILK (98),99,MONDAY (42),1,1.01%,Low Confusion
Transformer,MILK (98),99,TUESDAY (43),1,1.01%,Low Confusion
Transformer,MILK (98),99,TOMORROW (50),1,1.01%,Low Confusion
Transformer,MILK (98),99,GRANDMOTHER (57),2,2.02%,Low Confusion
Transformer,MILK (98),99,AUNTIE (59),1,1.01%,Low Confusion
Transformer,MILK (98),99,COUSIN (60),1,1.01%,Low Confusion
Transformer,MILK (98),99,PARENTS (61),1,1.01%,Low Confusion
Transformer,MILK (98),99,BOY (62),1,1.01%,Low Confusion
Transformer,MILK (98),99,MAN (64),2,2.02%,Low Confusion
Transformer,MILK (98),99,WOMAN (65),1,1.01%,Low Confusion
Transformer,MILK (98),99,DEAF (66),1,1.01%,Low Confusion
Transformer,MILK (98),99,HARD OF HEARING (67),2,2.02%,Low Confusion
Transformer,MILK (98),99,WEELCHAIR PERSON (68),1,1.01%,Low Confusion
Transformer,MILK (98),99,GREEN (73),2,2.02%,Low Confusion
Transformer,MILK (98),99,BLACK (76),1,1.01%,Low Confusion
Transformer,MILK (98),99,WHITE (77),1,1.01%,Low Confusion
Transformer,MILK (98),99,YELLOW (78),1,1.01%,Low Confusion
Transformer,MILK (98),99,PINK (81),1,1.01%,Low Confusion
Transformer,MILK (98),99,LIGHT (83),1,1.01%,Low Confusion
Transformer,MILK (98),99,FISH (87),3,3.03%,Low Confusion
Transformer,MILK (98),99,MEAT (88),1,1.01%,Low Confusion
Transformer,MILK (98),99,LONGANISA (92),1,1.01%,Low Confusion
Transformer,MILK (98),99,HOT (95),3,3.03%,Low Confusion
Transformer,MILK (98),99,JUICE (97),1,1.01%,Low Confusion
Transformer,COFFEE (99),96,GOOD MORNING (0),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,GOOD AFTERNOON (1),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,HOW ARE YOU (4),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,NICE TO MEET YOU (6),3,3.13%,Low Confusion
Transformer,COFFEE (99),96,THANK YOU (7),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,UNDERSTAND (10),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,DON'T UNDERSTAND (11),2,2.08%,Low Confusion
Transformer,COFFEE (99),96,NO (14),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,CORRECT (17),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,TWO (21),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,SIX (25),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,EIGHT (27),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,JANUARY (30),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,APRIL (33),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,JUNE (35),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,JULY (36),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,AUGUST (37),3,3.13%,Low Confusion
Transformer,COFFEE (99),96,SEPTEMBER (38),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,OCTOBER (39),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,SATURDAY (47),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,SUNDAY (48),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,TOMORROW (50),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,MOTHER (53),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,SON (54),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,AUNTIE (59),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,GIRL (63),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,HARD OF HEARING (67),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,MARRIED (71),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,WHITE (77),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,YELLOW (78),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,ORANGE (79),2,2.08%,Low Confusion
Transformer,COFFEE (99),96,PINK (81),1,1.04%,Low Confusion
Transformer,COFFEE (99),96,DARK (84),3,3.13%,Low Confusion
Transformer,COFFEE (99),96,FISH (87),1,1.04%,Low Confusion
